"assists_name","assists_assists","assists_assist_points","assists_two_pt_assists","assists_three_pt_assists","assists_at_rim_assists","assists_short_mid_range_assists","assists_long_mid_range_assists","assists_corner3assists","assists_arc3assists","fouls_fouls","fouls_shooting_fouls","fouls_loose_ball_fouls","fouls_loose_ball_fouls_drawn","fouls_offensive_fouls","fouls_charge_fouls","fouls_offensive_fouls_drawn","fouls_charge_fouls_drawn","fouls_clear_path_fouls","fouls_transition_take_fouls","fouls_transition_take_fouls_drawn","fouls_defensive_3_seconds_violations","fouls_fouls_drawn","free_fta","free_technical_free_throw_trips","free_two_pt_shooting_fouls_drawn","free_x2pt_and_1_free_throw_trips","free_three_pt_shooting_fouls_drawn","free_x3pt_and_1_free_throw_trips","free_non_shooting_fouls_drawn","free_shooting_fouls_drawn_pct","free_two_pt_shooting_fouls_drawn_pct","free_three_pt_shooting_fouls_drawn_pct","misc_plus_minus","misc_on_off_rtg","misc_on_def_rtg","misc_first_chance_points","misc_three_pt_off_rebounded_pct","misc_at_rim_off_rebounded_pct","misc_short_mid_range_off_rebounded_pct","misc_long_mid_range_off_rebounded_pct","misc_blocks","misc_blocked2s","misc_blocked3s","misc_blocked_at_rim","misc_blocked_short_mid_range","misc_blocked_long_mid_range","misc_blocked_corner3","misc_blocked_arc3","misc_recovered_blocks","misc_blocks_recovered_pct","misc_steals","misc_lost_ball_steals","misc_bad_pass_steals","misc_defensive_goaltends","profile_height_in","profile_weight_lbs","rebounds_rebounds","rebounds_def_rebounds","rebounds_ft_def_rebounds","rebounds_def_ft_rebound_pct","rebounds_def_two_pt_rebounds","rebounds_def_two_pt_rebound_pct","rebounds_def_three_pt_rebounds","rebounds_def_three_pt_rebound_pct","rebounds_def_fg_rebound_pct","rebounds_off_rebounds","rebounds_ft_off_rebounds","rebounds_off_ft_rebound_pct","rebounds_off_two_pt_rebounds","rebounds_off_two_pt_rebound_pct","rebounds_off_three_pt_rebounds","rebounds_off_three_pt_rebound_pct","rebounds_off_fg_rebound_pct","rebounds_def_at_rim_rebound_pct","rebounds_def_short_mid_range_rebound_pct","rebounds_def_long_mid_range_rebound_pct","rebounds_def_arc3rebound_pct","rebounds_def_corner3rebound_pct","rebounds_off_at_rim_rebound_pct","rebounds_off_short_mid_range_rebound_pct","rebounds_off_long_mid_range_rebound_pct","rebounds_off_arc3rebound_pct","rebounds_off_corner3rebound_pct","rebounds_self_o_reb","rebounds_self_o_reb_pct","scoring_off_poss","scoring_points","scoring_fg2m","scoring_fg2a","scoring_fg2pct","scoring_fg3m","scoring_fg3a","scoring_fg3pct","scoring_non_heave_fg3pct","scoring_ft_points","scoring_pts_assisted2s","scoring_pts_unassisted2s","scoring_pts_assisted3s","scoring_pts_unassisted3s","scoring_assisted2s_pct","scoring_non_putbacks_assisted2s_pct","scoring_assisted3s_pct","scoring_fg3a_pct","scoring_shot_quality_avg","scoring_efg_pct","scoring_ts_pct","scoring_pts_putbacks","scoring_fg2a_blocked","scoring_fg2a_pct_blocked","scoring_fg3a_blocked","scoring_fg3a_pct_blocked","scoring_usage","second_second_chance_off_poss","second_second_chance_points","second_second_chance_points_pct","second_second_chance_fg2m","second_second_chance_fg2a","second_second_chance_fg2pct","second_second_chance_fg3m","second_second_chance_fg3a","second_second_chance_fg3pct","second_second_chance_ft_points","second_second_chance_efg_pct","second_second_chance_ts_pct","second_second_chance_shot_quality_avg","second_second_chance_at_rim_fgm","second_second_chance_at_rim_fga","second_second_chance_at_rim_frequency","second_second_chance_at_rim_accuracy","second_second_chance_at_rim_pct_assisted","second_second_chance_corner3fgm","second_second_chance_corner3fga","second_second_chance_corner3frequency","second_second_chance_corner3accuracy","second_second_chance_corner3pct_assisted","second_second_chance_arc3fgm","second_second_chance_arc3fga","second_second_chance_arc3frequency","second_second_chance_arc3accuracy","second_second_chance_arc3pct_assisted","second_second_chance_turnovers","shot_shot_quality_avg","shot_at_rim_fg3a_frequency","shot_avg2pt_shot_distance","shot_avg3pt_shot_distance","shot_at_rim_fgm","shot_at_rim_fga","shot_at_rim_frequency","shot_at_rim_accuracy","shot_unblocked_at_rim_accuracy","shot_at_rim_pct_assisted","shot_at_rim_pct_blocked","shot_short_mid_range_fgm","shot_short_mid_range_fga","shot_short_mid_range_frequency","shot_short_mid_range_accuracy","shot_unblocked_short_mid_range_accuracy","shot_short_mid_range_pct_assisted","shot_short_mid_range_pct_blocked","shot_long_mid_range_fgm","shot_long_mid_range_fga","shot_long_mid_range_frequency","shot_long_mid_range_accuracy","shot_unblocked_long_mid_range_accuracy","shot_long_mid_range_pct_assisted","shot_long_mid_range_pct_blocked","shot_corner3fgm","shot_corner3fga","shot_corner3frequency","shot_corner3accuracy","shot_unblocked_corner3accuracy","shot_corner3pct_assisted","shot_corner3pct_blocked","shot_arc3fgm","shot_arc3fga","shot_arc3frequency","shot_arc3accuracy","shot_unblocked_arc3accuracy","shot_arc3pct_assisted","shot_arc3pct_blocked","shot_non_heave_arc3fgm","shot_non_heave_arc3fga","shot_non_heave_arc3accuracy","shot_heave_attempts","shot_heave_makes","turnovers_turnovers","turnovers_live_ball_turnovers","turnovers_dead_ball_turnovers","turnovers_live_ball_turnover_pct","turnovers_lost_ball_turnovers","turnovers_lost_ball_out_of_bounds_turnovers","turnovers_bad_pass_turnovers","turnovers_bad_pass_out_of_bounds_turnovers","turnovers_travels","turnovers_x3second_violations","turnovers_step_out_of_bounds_turnovers","turnovers_offensive_goaltends","turnovers_height_in","turnovers_weight_lbs"
"Luke Kennard",518,1268,286,232,184,90,12,79,153,322,153,22,6,13,2,10,3,1,0,1,2,159,206,32,42,15,20,6,32,0.032760473,0.065318818,0.0155865463494668,252,114.875749785775,113.133224391503,2197,0.199687987519501,0.354838709677419,0.32,0.246268656716418,24,23,1,10,12,1,1,0,9,0.375,125,41,84,0,77,206,695,627,11,0.039007092,330,0.10597302504817,286,0.117213114754098,0.110911055095427,68,0,0,26,0.009285714,42,0.016515926,0.0127269324349616,0.104116222760291,0.090976883,0.147940074906367,0.119208745445081,0.109826589595376,0.013771186440678,0.007569386,0.005997001,0.0169404517453799,0.0151260504201681,16,0.0174863387978142,11670,2422,293,616,0.475649350649351,551,1206,0.456882255389718,0.456810631229236,183,388,198,1500,153,0.662116040955631,0.67595818815331,0.907441016333938,0.661909989023052,0.513217483480176,0.61443468715697,0.632189973614776,12,42,0.068181818,10,0.008291874,16.1399202209267,1195,225,0.092898431,27,55,0.490909090909091,53,103,0.514563106796116,12,0.674050632911392,0.685975609756098,0.515559406,14,21,0.132911392405063,0.666666666666667,0.5,8,16,0.10126582278481,0.5,0.875,45,87,0.550632911392405,0.517241379310345,0.911111111111111,8,0.513217483480176,0.746432491767289,10.6805194805195,25.6419568822554,91,154,0.084522503,0.590909090909091,0.669117647058823,0.692307692307692,0.116883116883117,107,232,0.127332601536773,0.461206896551724,0.504716981132076,0.626168224299065,0.086206897,95,230,0.126234906695939,0.41304347826087,0.420353982300885,0.673684210526316,0.0173913043478261,111,234,0.128430296377607,0.474358974358974,0.486842105263158,0.981981981981982,0.025641026,440,972,0.533479692645445,0.452674897119342,0.454545454545455,0.888636363636364,0.004115226,439,969,0.453044375644995,2,1,218,134,84,0.614678899082569,44,13,90,38,8,0,6,0,77,206
"Marcus Morris Sr.",321,795,168,153,108,45,15,65,88,442,230,17,21,29,4,23,2,2,1,0,5,302,368,12,115,23,27,12,44,0.0620358235037134,0.090125392,0.026653504,-86,115.049263231319,116.12310920696,2396,0.236234458259325,0.407894736842105,0.284697508896797,0.217898832684825,67,63,4,33,27,3,4,0,32,0.477611940298507,119,37,82,0,80,218,865,752,70,0.23728813559322,339,0.117098445595855,343,0.139544344995932,0.127405193349524,113,6,0.025862069,54,0.0178867174561113,53,0.0235660293463762,0.0203113135914958,0.097713098,0.115214180206795,0.153713299,0.134462678665961,0.156414762741652,0.0258717660292463,0.017282011,0.0105017502917153,0.024477612,0.0209059233449477,24,0.0213523131672598,11469,2639,565,1184,0.477195945945946,401,998,0.401803607214429,0.40587044534413,306,452,678,1122,81,0.4,0.414678899082569,0.932668329177057,0.457378551787351,0.486386273606633,0.534601283226398,0.563223317616802,40,49,0.0413851351351351,5,0.00501002,19.7914234570784,1207,243,0.092080333,63,112,0.5625,33,84,0.392857142857143,18,0.573979591836735,0.589805825242718,0.512623412698413,27,43,0.219387755102041,0.627906977,0.222222222222222,3,16,0.081632653,0.1875,1,30,68,0.346938775510204,0.441176470588235,0.9,14,0.486386273606633,0.540788267644363,11.6184121621622,25.651503006012,106,182,0.083409716,0.582417582417582,0.642424242424242,0.613207547169811,0.093406593,254,537,0.246104491292392,0.472998137802607,0.49609375,0.307086614173228,0.046554935,205,465,0.213107241063245,0.440860215053763,0.447598253275109,0.404878048780488,0.0150537634408602,116,274,0.125572868927589,0.423357664233577,0.426470588235294,0.956896551724138,0.00729927,285,724,0.331805682859762,0.393646409,0.395284327323162,0.92280701754386,0.004143646,285,714,0.399159663865546,10,0,212,116,96,0.547169811320755,49,9,67,22,23,1,5,0,80,218
"Tre Jones",1224,2967,705,519,452,198,55,141,378,293,130,7,14,10,4,97,19,0,0,1,1,456,414,17,160,41,1,0,57,0.084293194,0.107238605898123,0.002392344,-436,112.59384226065,116.271615352172,1965,0.227436823104693,0.346491228070175,0.372881355932203,0.259259259259259,27,24,3,15,8,1,0,3,12,0.444444444444444,222,98,124,1,73,185,729,573,16,0.0549828178694158,268,0.089006974,289,0.123188405797101,0.103976106029494,156,2,0.007017544,75,0.023915816,79,0.03228443,0.0275837363424682,0.092003439,0.076095311,0.113345521,0.121681415929204,0.128252788104089,0.027826087,0.0262449528936743,0.008,0.0334246575342466,0.0289389067524116,25,0.031055900621118,11855,2186,732,1373,0.533139111434814,125,417,0.299760191846523,0.302439024390244,347,530,934,327,48,0.362021857923497,0.3737658674189,0.872,0.232960893854749,0.525295454545455,0.513687150837989,0.553634977122522,46,106,0.077203205,2,0.004796163,16.7560321715818,1365,221,0.101097895699909,70,121,0.578512396694215,17,49,0.346938775510204,30,0.561764705882353,0.591891891891892,0.546252173913043,45,72,0.423529411764706,0.625,0.244444444444444,9,26,0.152941176470588,0.346153846153846,0.888888888888889,8,23,0.135294117647059,0.347826086956522,1,26,0.525295454545455,0.595530726256983,6.18951201747997,25.4223021582734,420,649,0.362569832402235,0.647149460708783,0.708263069139966,0.40952380952381,0.086286595,271,628,0.350837988826816,0.431528662420382,0.466437177280551,0.298892988929889,0.074840764,41,96,0.0536312849162011,0.427083333333333,0.440860215053763,0.292682926829268,0.03125,50,164,0.091620112,0.304878048780488,0.308641975308642,0.98,0.0121951219512195,75,253,0.141340782122905,0.296442687747036,0.296442687747036,0.8,0,74,245,0.302040816326531,7,1,290,192,98,0.662068965517241,47,13,145,51,10,0,4,2,73,185
"Matisse Thybulle",281,678,165,116,102,44,19,32,84,491,228,20,6,7,4,53,5,1,3,0,0,149,118,0,57,13,0,0,6,0.0492653414001729,0.116089613034623,0,-62,112.66409942237,111.720504404906,1150,0.228110599078341,0.388888888888889,0.415384615384615,0,223,140,83,33,73,34,27,56,119,0.533632286995516,416,132,284,0,77,201,551,409,29,0.094771242,170,0.058721934,210,0.091383812,0.073175428,142,4,0.0135135135135135,72,0.02440678,66,0.0283626987537602,0.0261512222853894,0.0461538461538462,0.064144737,0.06885759,0.088032221,0.101785714285714,0.0240518038852914,0.024577573,0.0246913580246914,0.03125,0.0194003527336861,14,0.0240137221269297,11426,1281,266,447,0.595078299776286,222,666,0.333333333333333,0.33433734939759,83,376,156,657,9,0.706766917,0.764227642276423,0.986486486486487,0.598382749326146,0.576759406,0.538185085354897,0.55073086844368,40,26,0.058165548,4,0.006006006,10.119372708122,1215,131,0.102263856362217,28,48,0.583333333333333,23,64,0.359375,6,0.558035714285714,0.564655172413793,0.564633783783784,25,43,0.383928571428571,0.581395348837209,0.32,7,19,0.169642857142857,0.368421052631579,1,16,45,0.401785714285714,0.355555555555556,1,12,0.576759406,0.899371069,3.12908277404922,24.8342342342342,225,335,0.300988319856244,0.671641791044776,0.700934579439252,0.733333333333333,0.0417910447761194,38,103,0.092542677,0.368932038834951,0.417582417582418,0.552631578947368,0.116504854368932,3,9,0.008086253,0.333333333333333,0.333333333333333,0.666666666666667,0,106,309,0.277628032345013,0.343042071,0.344155844155844,0.990566037735849,0.003236246,116,357,0.320754716981132,0.324929971988796,0.327683616,0.982758620689655,0.008403361,116,355,0.326760563380282,2,0,135,80,55,0.592592592592593,17,12,63,21,4,0,3,0,77,201
"Jabari Smith Jr.",243,574,155,88,114,35,6,22,66,488,276,32,42,21,7,16,0,1,1,1,3,348,440,7,192,38,4,0,37,0.092979127,0.157506152584085,0.004499438,-569,112.903790597916,118.019281332165,1938,0.243944636678201,0.403225806451613,0.28936170212766,0.167701863354037,157,153,4,81,69,3,1,3,112,0.713375796178344,102,52,50,8,82,220,1354,1050,104,0.326018808777429,480,0.179238237490665,466,0.175385773428679,0.177319588,304,7,0.021943574,174,0.055308328,123,0.049636804,0.052809388,0.163774403470716,0.181605611847233,0.202959830866808,0.179912237932716,0.16006600660066,0.067911715,0.0472103,0.049122807,0.0471153846153846,0.06281407,27,0.027162978,11423,2330,541,1065,0.507981221,298,885,0.336723163841808,0.339021615472127,354,684,398,828,66,0.632162661737523,0.754966887417219,0.926174496644295,0.453846153846154,0.518426466049383,0.506666666666667,0.541958042,176,103,0.096713615,3,0.003389831,17.8622940863888,1488,392,0.168240343347639,134,244,0.549180327868853,14,66,0.212121212121212,82,0.5,0.555397727272727,0.522743103448276,108,164,0.529032258064516,0.658536585365854,0.12962962962963,2,6,0.019354839,0.333333333333333,1,12,60,0.193548387096774,0.2,1,31,0.518426466049383,0.663076923076923,8.19708920187793,25.7352542372881,283,408,0.209230769230769,0.693627450980392,0.799435028248588,0.579505300353357,0.132352941176471,156,392,0.201025641025641,0.397959183673469,0.452173913043478,0.673076923076923,0.119897959183673,102,265,0.135897435897436,0.384905660377359,0.387832699619772,0.715686274509804,0.00754717,68,173,0.088717949,0.393063583815029,0.393063583815029,1,0,230,712,0.365128205128205,0.323033707865169,0.324400564174894,0.904347826086957,0.004213483,230,706,0.325779036827195,6,0,208,130,78,0.625,60,10,70,14,17,0,6,2,82,220
"Patrick Beverley",750,1796,454,296,280,94,80,95,201,597,249,19,24,18,3,33,51,0,0,1,2,381,333,0,109,24,1,0,63,0.074274139,0.161004431314623,0.001243781,118,115.008833922261,113.52516719465,1496,0.218503937007874,0.37037037037037,0.353658536585366,0.2,152,119,33,49,52,18,9,24,81,0.532894736842105,202,108,94,1,74,180,845,661,11,0.0392857142857143,290,0.108128262490679,360,0.138195777351248,0.122943067902402,184,14,0.047945205,58,0.021037359,112,0.044198895,0.032130032,0.094623656,0.109495295124038,0.126929674099485,0.129099427381572,0.16374269005848,0.013104839,0.021588946,0.0329489291598023,0.045265349,0.040849673,15,0.0201072386058981,11320,1677,292,592,0.493243243243243,280,803,0.348692403486924,0.35,253,192,392,717,123,0.328767123287671,0.351648351648352,0.853571428571429,0.575627240143369,0.528568979151689,0.510394265232975,0.543069948186529,38,55,0.092905405,4,0.00498132,13.9228598306679,1251,181,0.107930828861061,41,72,0.569444444444444,28,62,0.451612903225806,15,0.619402985074627,0.624137931034483,0.538751807228916,26,39,0.291044776,0.666666666666667,0.153846153846154,9,20,0.149253731343284,0.45,0.777777777777778,19,42,0.313432835820896,0.452380952380952,0.736842105263158,22,0.528568979151689,0.756272401433692,5.76334459459459,25.3281444582814,142,252,0.180645161290323,0.563492063492063,0.63677130044843,0.338028169014085,0.115079365079365,138,307,0.220071684587814,0.449511400651466,0.48936170212766,0.311594202898551,0.081433225,12,33,0.0236559139784946,0.363636363636364,0.375,0.416666666666667,0.0303030303030303,105,247,0.177060931899642,0.425101214574899,0.426829268292683,0.942857142857143,0.004048583,175,556,0.398566308243728,0.314748201438849,0.316455696202532,0.8,0.005395683,175,553,0.316455696202532,3,0,232,135,97,0.581896551724138,19,8,116,32,21,0,9,0,74,180
"Gary Harris",339,824,193,146,124,47,22,46,100,380,169,21,8,7,8,30,3,1,2,1,2,211,254,20,92,21,9,2,25,0.061012813,0.127600554785021,0.008714597,-226,111.814902788775,114.204996910038,1744,0.247723132969035,0.40650406504065,0.369369369369369,0.217391304347826,51,50,1,18,30,2,0,1,31,0.607843137254902,190,87,103,1,76,210,413,302,13,0.047794118,159,0.057546145,130,0.0547829751369574,0.05626947,111,1,0.003846154,62,0.0217391304347826,48,0.019680197,0.020790021,0.048728813559322,0.060016221,0.066552901,0.052309405,0.0625,0.024597919,0.0235008103727715,0.0124777183600713,0.0181721004810262,0.024647887,22,0.027568922,11367,1905,320,650,0.492307692307692,351,912,0.384868421052632,0.385290889132821,212,398,242,978,75,0.621875,0.646103896103896,0.928774928774929,0.583866837387964,0.534869410634209,0.541933419,0.567567567567568,24,69,0.106153846153846,9,0.009868421,14.2991459688161,1232,161,0.084514436,27,52,0.519230769230769,32,76,0.421052631578947,11,0.5859375,0.597014925373134,0.513352747252747,19,31,0.2421875,0.612903225806452,0.368421052631579,19,38,0.296875,0.5,0.947368421052632,13,38,0.296875,0.342105263157895,0.923076923076923,16,0.534869410634209,0.793213828,7.16984615384615,24.9402412280702,202,327,0.209346991037132,0.617737003,0.706293706293706,0.618811881188119,0.125382262996942,69,182,0.11651728553137,0.379120879120879,0.439490445859873,0.594202898550725,0.137362637362637,49,141,0.090268886,0.347517730496454,0.355072463768116,0.673469388,0.021276596,175,404,0.258642765685019,0.433168316831683,0.4375,0.988571428571429,0.00990099,176,508,0.325224071702945,0.346456692913386,0.349900596421471,0.869318181818182,0.00984252,176,507,0.347140039447732,1,0,164,84,80,0.51219512195122,23,12,61,17,16,0,14,1,76,210
"Isaiah Hartenstein",541,1280,343,198,226,77,40,65,133,722,374,118,67,63,13,17,10,0,2,0,5,420,451,0,217,70,1,0,40,0.150448585231194,0.158509861212564,0.0125,810,118.140407288317,111.044535861206,1384,0.211538461538462,0.32156862745098,0.218274111675127,0.25,275,270,5,171,98,1,1,4,171,0.621818181818182,215,78,137,7,85,250,1777,1117,96,0.333333333333333,545,0.190426275331936,476,0.188963874553394,0.189741683701914,660,20,0.069204152,423,0.154774972557629,217,0.088319088,0.123314065510597,0.182659932659933,0.209161624891962,0.166344294003868,0.188405797101449,0.190548780487805,0.183220829315333,0.144704931285368,0.117647058823529,0.085465433,0.096774194,49,0.113425925925926,11196,1881,749,1222,0.612929623567921,25,79,0.316455696202532,0.316455696202532,308,1044,454,69,6,0.696929238985314,0.887755102040816,0.92,0.060722521,0.562412720983859,0.604534973097617,0.6316319677636,322,84,0.068739771,0,0,13.9745491451323,1400,497,0.264221158958001,208,364,0.571428571428571,3,9,0.333333333333333,72,0.56970509383378,0.593078758949881,0.598475506756757,189,321,0.86058981233244,0.588785046728972,0.105820105820106,2,3,0.008042895,0.666666666666667,1,1,6,0.016085791,0.166666666666667,1,47,0.562412720983859,0.66717909300538,3.85040916530278,24.9962025316456,531,789,0.606456572,0.673003802281369,0.735457063711911,0.629001883239171,0.084917617,212,412,0.316679477325135,0.514563106796116,0.536708860759494,0.863207547169811,0.041262136,6,21,0.01614143,0.285714285714286,0.285714285714286,0.833333333333333,0,10,31,0.023827825,0.32258064516129,0.32258064516129,1,0,15,48,0.036894696,0.3125,0.3125,0.866666666666667,0,15,48,0.3125,0,0,303,125,178,0.412541254125413,32,15,93,55,20,3,1,7,85,250
"Derrick Jones Jr.",209,527,100,109,57,21,22,33,76,492,258,9,28,21,15,47,2,0,0,0,0,358,412,0,208,55,3,0,21,0.134053367217281,0.211597151576806,0.005076142,154,115.909897126641,113.767286179864,1604,0.217741935483871,0.411504424778761,0.385416666666667,0,181,164,17,97,62,5,6,11,94,0.519337016574586,176,59,117,4,78,210,861,552,48,0.1875,264,0.092339979,240,0.09704812,0.094523631,309,2,0.007575758,193,0.071086556,114,0.045346062052506,0.058711035,0.102059086839749,0.071799308,0.114334470989761,0.093061674,0.10806697108067,0.096153846,0.065420561,0.04261796,0.04784689,0.037914691943128,58,0.095394737,11276,1909,501,830,0.603614457831325,202,588,0.343537414965986,0.344709897610922,301,736,266,600,6,0.734530938123752,0.884615384615385,0.99009900990099,0.414668547249647,0.597430706713781,0.566995768688293,0.598432601880878,170,89,0.107228915662651,4,0.006802721,13.9993686868687,1229,305,0.159769512833944,113,194,0.582474226804124,12,39,0.307692307692308,43,0.562231759656652,0.586538461538462,0.611868128654971,109,181,0.776824034,0.602209944751381,0.201834862385321,8,20,0.08583691,0.4,1,4,19,0.081545064,0.210526315789474,0.75,18,0.597430706713781,0.885049365,2.53180722891566,24.4069727891156,441,667,0.470380818053597,0.661169415292354,0.719412724306688,0.727891156462585,0.08095952,57,153,0.107898448519041,0.372549019607843,0.483050847457627,0.789473684210526,0.228758169934641,3,10,0.007052186,0.3,0.3,0.666666666666667,0,129,354,0.249647390691114,0.364406779661017,0.366477272727273,1,0.005649718,73,234,0.165021156558533,0.311965811965812,0.314655172413793,0.972602739726027,0.008547009,73,232,0.314655172413793,2,0,179,84,95,0.46927374301676,38,20,46,16,16,0,5,0,78,210
"Jarred Vanderbilt",390,974,196,194,137,40,19,58,136,537,261,56,83,23,13,58,3,0,0,1,8,411,408,0,186,43,0,0,39,0.142528735632184,0.159110350727117,0,53,116.194010071561,114.843065053481,1252,0.173913043478261,0.362595419847328,0.280575539568345,0,118,114,4,62,52,0,1,3,60,0.508474576271186,282,74,208,18,80,214,1712,1168,110,0.401459854014599,462,0.169106881405564,596,0.238877755511022,0.202410560550985,544,5,0.0168350168350168,297,0.110532192035728,242,0.092578424,0.101678928504056,0.123326959847036,0.177868852459016,0.248927038626609,0.245283018867925,0.2203125,0.123959296947271,0.109121909633419,0.080831409,0.097933071,0.073883162,30,0.079365079,11319,1625,621,1026,0.605263157894737,40,136,0.294117647058824,0.296296296296296,263,860,382,120,0,0.692431561996779,0.846456692913386,1,0.117039586919105,0.600151894918174,0.58605851979346,0.60453869047619,226,118,0.115009746588694,1,0.007352941,12.3173277661795,1398,373,0.229538461538462,153,274,0.558394160583942,2,12,0.166666666666667,61,0.545454545454545,0.575617283950617,0.599099268292683,142,243,0.84965034965035,0.584362139917695,0.176056338,2,10,0.034965035,0.2,1,0,2,0.006993007,0,0,41,0.600151894918174,0.823580034423408,2.5537037037037,23.9132352941176,558,821,0.706540447504303,0.679658952,0.755074424898512,0.689964157706093,0.099878197,62,201,0.172977624784854,0.308457711442786,0.375757575757576,0.725806451612903,0.17910447761194,1,4,0.003442341,0.25,0.25,0,0,40,117,0.100688468158348,0.341880341880342,0.344827586206897,1,0.008547009,0,19,0.0163511187607573,0,0,0,0,0,18,0,1,0,251,126,125,0.501992032,61,20,65,32,14,2,12,5,80,214
"Killian Hayes",1090,2635,635,455,409,172,54,158,297,534,259,9,11,13,5,41,11,0,1,3,5,295,253,21,86,19,3,0,36,0.0486870897155361,0.070146819,0.004983389,-1240,107.043005965631,117.675244010648,1576,0.182254196642686,0.345794392523364,0.278378378378378,0.27906976744186,93,90,3,34,52,4,0,3,53,0.56989247311828,245,114,131,0,77,195,619,538,14,0.0463576158940397,259,0.096677865,265,0.114372032801036,0.104883907125701,81,2,0.006644518,42,0.0139303482587065,37,0.0155658392932268,0.014651335,0.079107505,0.094370861,0.138144329896907,0.106017191977077,0.13986013986014,0.0123574144486692,0.0143988480921526,0.015679443,0.0174804098854732,0.011142061281337,14,0.0142131979695431,11231,1704,505,1159,0.43572044866264,166,599,0.277128547579299,0.277128547579299,196,270,740,411,87,0.267326732673267,0.27,0.825301204819277,0.340728100113766,0.482277603870233,0.428896473265074,0.452789699570815,10,80,0.069025022,3,0.005008347,17.9271267805147,1258,128,0.075117371,34,73,0.465753424657534,16,59,0.271186440677966,12,0.439393939393939,0.456834532374101,0.487777976190476,9,18,0.136363636363636,0.5,0.222222222222222,8,25,0.189393939393939,0.32,0.75,8,34,0.257575757575758,0.235294117647059,1,19,0.482277603870233,0.485779294653015,9.67238999137187,25.2672787979967,147,255,0.145051194539249,0.576470588235294,0.668181818181818,0.340136054421769,0.137254901960784,254,627,0.356655290102389,0.405103668,0.431239388794567,0.220472440944882,0.060606061,104,277,0.157565415244596,0.375451263537906,0.385185185185185,0.278846153846154,0.025270758,48,172,0.097838453,0.27906976744186,0.282352941176471,0.9375,0.0116279069767442,118,427,0.242889647326507,0.276346604215457,0.276995305164319,0.779661016949153,0.00234192,118,427,0.276346604215457,0,0,418,251,167,0.600478468899522,68,21,183,70,28,0,10,0,77,195
"Devonte' Graham",856,2014,554,302,365,145,44,90,212,265,127,6,7,6,5,19,25,0,0,0,1,391,445,25,131,23,25,6,58,0.07255814,0.195522388059701,0.0168918918918919,2,112.431509925447,112.930878902725,2133,0.249173098125689,0.388235294117647,0.333333333333333,0.23015873015873,36,36,0,10,24,2,0,0,18,0.5,173,52,121,0,73,195,483,400,7,0.0260223048327138,200,0.080064051,193,0.07530238,0.077652638,83,3,0.0105263157894737,43,0.0157221206581353,37,0.014241724,0.0150009375585974,0.077936334,0.078598485,0.086629002,0.075,0.0761347,0.0137362637362637,0.013428827,0.0247148288973384,0.014888337,0.0120068610634648,25,0.0212585034013605,11133,2371,232,562,0.412811387900356,515,1461,0.352498288843258,0.354281767955801,362,158,306,1188,357,0.34051724137931,0.352678571428571,0.768932038834951,0.72219476,0.515183408071749,0.496539792387543,0.532835144927536,16,52,0.09252669,10,0.006844627,19.5653898009358,1266,238,0.10037958667229,21,51,0.411764705882353,60,147,0.408163265306122,16,0.560606060606061,0.583333333333333,0.520036818181818,11,19,0.095959596,0.578947368421053,0.272727272727273,12,25,0.126262626262626,0.48,1,48,122,0.616161616161616,0.39344262295082,0.979166666666667,13,0.515183408071749,0.809194265941671,10.2238434163701,26.1426420260096,89,176,0.086999506,0.505681818181818,0.585526315789474,0.337078651685393,0.136363636363636,59,172,0.085022244,0.343023255813953,0.390728476821192,0.305084745762712,0.122093023255814,84,214,0.105783489866535,0.392523364485981,0.405797101449275,0.369047619047619,0.03271028,75,182,0.089965398,0.412087912087912,0.418994413407821,0.986666666666667,0.0164835164835165,440,1279,0.632229362333169,0.344018764659891,0.345911949685535,0.731818181818182,0.005473026,438,1264,0.346518987341772,13,2,259,166,93,0.640926641,38,15,128,54,6,0,5,0,73,195
